Wall time,Step,Value
1731643604.5537817,40000,0.12999999523162842
1731644004.7879703,80000,0.5400000214576721
1731644400.2813063,120000,0.6399999856948853
1731644793.1757114,160000,0.8100000023841858
1731645196.828787,200000,0.75
1731645605.6126714,240000,0.6100000143051147
1731646004.275518,280000,0.8899999856948853
1731646413.8730938,320000,0.9300000071525574
1731646869.7084146,360000,0.10999999940395355
1731647306.3522832,400000,0.6899999976158142
1731647715.6414065,440000,0.9800000190734863
1731648128.4133615,480000,0.9800000190734863
1731648537.3596013,520000,0.9399999976158142
1731648961.2364833,560000,0.7799999713897705
1731649369.1982684,600000,1.0
1731649781.864222,640000,0.949999988079071
1731650190.86159,680000,0.949999988079071
1731650600.2966235,720000,0.9900000095367432
1731651010.4197364,760000,0.9700000286102295
1731651435.8654482,800000,0.8500000238418579
