"global_step","Grouped runs - _step","Grouped runs - _step__MIN","Grouped runs - _step__MAX","Grouped runs - rollout/success_rate","Grouped runs - rollout/success_rate__MIN","Grouped runs - rollout/success_rate__MAX"
"364000","90","90","90","0.75","0.5699999928474426","0.8799999952316284"
"368000","91","91","91","0.7566666603088379","0.5699999928474426","0.8700000047683716"
"372000","92","92","92","0.7633333206176758","0.5799999833106995","0.8700000047683716"
"376000","93","93","93","0.7733333309491476","0.6200000047683716","0.8700000047683716"
"380000","94","94","94","0.7700000007947286","0.6299999952316284","0.8600000143051147"
"384000","95","95","95","0.7633333206176758","0.6499999761581421","0.8600000143051147"
"388000","96","96","96","0.7566666603088379","0.6299999952316284","0.8600000143051147"
"392000","97","97","97","0.753333330154419","0.6200000047683716","0.8600000143051147"
"396000","98","98","98","0.7266666690508524","0.5799999833106995","0.8500000238418579"
"400000","99","99","99","0.7200000087420145","0.5600000023841858","0.8600000143051147"
"404000","100","100","100","0.7133333285649618","0.5299999713897705","0.8600000143051147"
"408000","101","101","101","0.7199999888737997","0.5199999809265137","0.8799999952316284"
"412000","102","102","102","0.7266666690508524","0.5400000214576721","0.8799999952316284"
"416000","103","103","103","0.7066666682561239","0.5099999904632568","0.8600000143051147"
"420000","104","104","104","0.7266666690508524","0.550000011920929","0.8700000047683716"
"424000","105","105","105","0.7133333285649618","0.5299999713897705","0.8500000238418579"
"428000","106","106","106","0.7099999984105428","0.5199999809265137","0.8500000238418579"
"432000","107","107","107","0.7066666682561239","0.5","0.8600000143051147"
"436000","108","108","108","0.6999999980131785","0.47999998927116394","0.8600000143051147"
"440000","109","109","109","0.7099999984105428","0.5099999904632568","0.8700000047683716"
"444000","110","110","110","0.7099999984105428","0.5199999809265137","0.8600000143051147"
"448000","111","111","111","0.7233333388964335","0.5400000214576721","0.8700000047683716"
"452000","112","112","112","0.7233333388964335","0.5400000214576721","0.8600000143051147"
"456000","113","113","113","0.7199999888737997","0.550000011920929","0.8399999737739563"
"460000","114","114","114","0.7099999984105428","0.5600000023841858","0.8299999833106995"
"464000","115","115","115","0.7133333285649618","0.5600000023841858","0.8299999833106995"
"468000","116","116","116","0.7099999984105428","0.5699999928474426","0.8199999928474426"
"472000","117","117","117","0.6966666777928671","0.5600000023841858","0.7900000214576721"
"476000","118","118","118","0.6733333468437195","0.5400000214576721","0.7599999904632568"
"480000","119","119","119","0.6600000063578287","0.5400000214576721","0.7400000095367432"
"484000","120","120","120","0.6533333460489908","0.5400000214576721","0.7300000190734863"
"488000","121","121","121","0.649999996026357","0.5600000023841858","0.7099999785423279"
"492000","122","122","122","0.6466666658719381","0.5600000023841858","0.7099999785423279"
"496000","123","123","123","0.6366666754086813","0.5400000214576721","0.7099999785423279"
"500000","124","124","124","0.6166666547457377","0.5299999713897705","0.699999988079071"
"504000","125","125","125","0.6299999952316284","0.5799999833106995","0.6899999976158142"
"508000","126","126","126","0.6299999952316284","0.5799999833106995","0.6800000071525574"
"512000","127","127","127","0.6333333253860474","0.5600000023841858","0.7099999785423279"
"516000","128","128","128","0.6333333253860474","0.5899999737739563","0.7099999785423279"
"520000","129","129","129","0.6366666754086813","0.6000000238418579","0.6899999976158142"
"524000","130","130","130","0.6633333166440328","0.6399999856948853","0.699999988079071"
"528000","131","131","131","0.6899999976158142","0.6399999856948853","0.7300000190734863"
"532000","132","132","132","0.703333338101705","0.6600000262260437","0.7400000095367432"
"536000","133","133","133","0.7133333484331766","0.6600000262260437","0.7400000095367432"
"540000","134","134","134","0.7200000087420145","0.6800000071525574","0.7599999904632568"
"544000","135","135","135","0.7433333396911621","0.7099999785423279","0.800000011920929"
"548000","136","136","136","0.7633333404858907","0.7200000286102295","0.8399999737739563"
"552000","137","137","137","0.7599999904632568","0.7099999785423279","0.8399999737739563"
"556000","138","138","138","0.7633333404858907","0.6700000166893005","0.8700000047683716"
"560000","139","139","139","0.7766666611035665","0.7099999785423279","0.8799999952316284"
"564000","140","140","140","0.79666668176651","0.7300000190734863","0.9200000166893005"
"568000","141","141","141","0.7900000015894572","0.6899999976158142","0.9399999976158142"
"572000","142","142","142","0.7933333317438761","0.699999988079071","0.9599999785423279"
"576000","143","143","143","0.7866666714350382","0.6800000071525574","0.9700000286102295"
"580000","144","144","144","0.7933333317438761","0.6899999976158142","0.9800000190734863"
"584000","145","145","145","0.7833333412806193","0.6800000071525574","0.9700000286102295"
"588000","146","146","146","0.796666661898295","0.7099999785423279","0.9700000286102295"
"592000","147","147","147","0.7900000015894572","0.6899999976158142","0.949999988079071"
"596000","148","148","148","0.7766666809717814","0.6700000166893005","0.9200000166893005"
"600000","149","149","149","0.7666666905085245","0.6600000262260437","0.9100000262260437"
"604000","150","150","150","0.7666666706403097","0.6200000047683716","0.8899999856948853"
"608000","151","151","151","0.7566666801770529","0.6200000047683716","0.8500000238418579"
"612000","152","152","152","0.746666669845581","0.6200000047683716","0.8500000238418579"
"616000","153","153","153","0.7233333190282186","0.5899999737739563","0.8199999928474426"
"620000","154","154","154","0.7300000190734863","0.6100000143051147","0.7900000214576721"
"624000","155","155","155","0.7166666587193807","0.5899999737739563","0.7900000214576721"
"628000","156","156","156","0.7099999984105428","0.5699999928474426","0.8199999928474426"
"632000","157","157","157","0.700000007947286","0.6000000238418579","0.800000011920929"
"636000","158","158","158","0.6766666571299235","0.5799999833106995","0.7799999713897705"
"640000","159","159","159","0.6866666674613953","0.5899999737739563","0.7900000214576721"
"644000","160","160","160","0.6799999872843424","0.5699999928474426","0.7699999809265137"
"648000","161","161","161","0.6866666475931803","0.5899999737739563","0.7699999809265137"
"652000","162","162","162","0.6899999976158142","0.6000000238418579","0.7699999809265137"
"656000","163","163","163","0.7099999984105428","0.6200000047683716","0.7699999809265137"
"660000","164","164","164","0.7099999984105428","0.6299999952316284","0.7699999809265137"
"664000","165","165","165","0.703333338101705","0.6299999952316284","0.7900000214576721"
"668000","166","166","166","0.7200000087420145","0.6700000166893005","0.7900000214576721"
"672000","167","167","167","0.7333333293596903","0.6800000071525574","0.8199999928474426"
"676000","168","168","168","0.7599999904632568","0.7099999785423279","0.8399999737739563"
"680000","169","169","169","0.7733333508173624","0.7300000190734863","0.8600000143051147"
"684000","170","170","170","0.7866666714350382","0.7300000190734863","0.8799999952316284"
"688000","171","171","171","0.7933333317438761","0.7400000095367432","0.8899999856948853"
"692000","172","172","172","0.7933333118756613","0.7099999785423279","0.8899999856948853"
"696000","173","173","173","0.7900000015894572","0.6800000071525574","0.9200000166893005"
"700000","174","174","174","0.800000011920929","0.6700000166893005","0.9200000166893005"
"704000","175","175","175","0.799999992052714","0.6499999761581421","0.9300000071525574"
"708000","176","176","176","0.7866666714350382","0.6000000238418579","0.9300000071525574"
"712000","177","177","177","0.7866666714350382","0.6200000047683716","0.9200000166893005"
"716000","178","178","178","0.7700000206629435","0.6000000238418579","0.9200000166893005"
"720000","179","179","179","0.7466666499773661","0.5899999737739563","0.8999999761581421"
"724000","180","180","180","0.7399999896685282","0.5899999737739563","0.8899999856948853"
"728000","181","181","181","0.7333333293596903","0.5799999833106995","0.8899999856948853"
"732000","182","182","182","0.7400000095367432","0.6000000238418579","0.8700000047683716"
"736000","183","183","183","0.7366666793823242","0.6000000238418579","0.8600000143051147"
"740000","184","184","184","0.7300000190734863","0.6100000143051147","0.8600000143051147"
"744000","185","185","185","0.7366666793823242","0.6399999856948853","0.8500000238418579"
"748000","186","186","186","0.75","0.6499999761581421","0.8500000238418579"
"752000","187","187","187","0.7433333198229471","0.6499999761581421","0.8399999737739563"
"756000","188","188","188","0.7399999896685282","0.6499999761581421","0.8399999737739563"
"760000","189","189","189","0.75","0.6800000071525574","0.8299999833106995"
"764000","190","190","190","0.7633333206176758","0.6899999976158142","0.8399999737739563"
"768000","191","191","191","0.7633333404858907","0.6899999976158142","0.8500000238418579"
"772000","192","192","192","0.7700000007947286","0.7099999785423279","0.8500000238418579"
"776000","193","193","193","0.7799999912579855","0.7099999785423279","0.8500000238418579"
"780000","194","194","194","0.75","0.6800000071525574","0.8199999928474426"
"784000","195","195","195","0.7400000095367432","0.6600000262260437","0.8100000023841858"
"788000","196","196","196","0.7366666595141093","0.6399999856948853","0.8199999928474426"
"792000","197","197","197","0.7266666690508524","0.6200000047683716","0.8100000023841858"
"796000","198","198","198","0.7166666785875956","0.6299999952316284","0.7900000214576721"
"800000","199","199","199","0.7099999984105428","0.6499999761581421","0.7900000214576721"
"804000","200","200","200","0.7099999785423279","0.6499999761581421","0.7799999713897705"
"808000","201","201","201","0.70333331823349","0.6499999761581421","0.7599999904632568"
"812000","202","202","202","0.6900000174840292","0.6600000262260437","0.7300000190734863"
"816000","203","203","203","0.6833333373069763","0.6600000262260437","0.7099999785423279"
"820000","204","204","204","0.6866666674613953","0.6700000166893005","0.7099999785423279"
"824000","205","205","205","0.6733333269755045","0.6499999761581421","0.7099999785423279"
"828000","206","206","206","0.653333326180776","0.6299999952316284","0.699999988079071"
"832000","207","207","207","0.6633333365122477","0.6200000047683716","0.7099999785423279"
"836000","208","208","208","0.6566666762034098","0.6000000238418579","0.7099999785423279"
"840000","209","209","209","0.6533333460489908","0.5600000023841858","0.7300000190734863"
"844000","210","210","210","0.646666685740153","0.550000011920929","0.7300000190734863"
"848000","211","211","211","0.6466666658719381","0.5799999833106995","0.7300000190734863"
"852000","212","212","212","0.6266666650772095","0.5899999737739563","0.6899999976158142"
"856000","213","213","213","0.6333333253860474","0.5799999833106995","0.699999988079071"
"860000","214","214","214","0.6333333253860474","0.5899999737739563","0.7099999785423279"
"864000","215","215","215","0.6400000055631002","0.5799999833106995","0.7300000190734863"
"868000","216","216","216","0.643333355585734","0.6000000238418579","0.7200000286102295"
"872000","217","217","217","0.6333333452542623","0.6000000238418579","0.699999988079071"
"876000","218","218","218","0.6433333357175192","0.6000000238418579","0.6899999976158142"
"880000","219","219","219","0.649999996026357","0.5899999737739563","0.699999988079071"
"884000","220","220","220","0.6366666754086813","0.5699999928474426","0.6700000166893005"
"888000","221","221","221","0.6466666658719381","0.5799999833106995","0.6800000071525574"
"892000","222","222","222","0.6600000063578287","0.6200000047683716","0.6899999976158142"
"896000","223","223","223","0.6733333269755045","0.6399999856948853","0.7099999785423279"
"900000","224","224","224","0.6866666674613953","0.6399999856948853","0.7400000095367432"
"904000","225","225","225","0.6966666579246521","0.6200000047683716","0.7799999713897705"
"908000","226","226","226","0.700000007947286","0.6299999952316284","0.7900000214576721"
"912000","227","227","227","0.7099999984105428","0.6399999856948853","0.8299999833106995"
"916000","228","228","228","0.703333338101705","0.6200000047683716","0.8199999928474426"
"920000","229","229","229","0.7166666785875956","0.6600000262260437","0.8100000023841858"
"924000","230","230","230","0.7366666595141093","0.6899999976158142","0.8199999928474426"
"928000","231","231","231","0.7233333388964335","0.6700000166893005","0.800000011920929"
"932000","232","232","232","0.7400000095367432","0.6700000166893005","0.8100000023841858"
"936000","233","233","233","0.75","0.6800000071525574","0.800000011920929"
"940000","234","234","234","0.753333330154419","0.6700000166893005","0.8199999928474426"
"944000","235","235","235","0.7599999904632568","0.6800000071525574","0.8399999737739563"
"948000","236","236","236","0.7433333396911621","0.6899999976158142","0.7900000214576721"
"952000","237","237","237","0.7433333396911621","0.6800000071525574","0.7900000214576721"
"956000","238","238","238","0.7399999896685282","0.6899999976158142","0.7799999713897705"
"960000","239","239","239","0.7399999896685282","0.7099999785423279","0.7799999713897705"
"964000","240","240","240","0.7299999992052714","0.7099999785423279","0.7599999904632568"
"968000","241","241","241","0.7233333388964335","0.6899999976158142","0.7599999904632568"
"972000","242","242","242","0.7299999992052714","0.699999988079071","0.7699999809265137"
"976000","243","243","243","0.7366666793823242","0.7300000190734863","0.7400000095367432"
"980000","244","244","244","0.7333333492279053","0.7200000286102295","0.7400000095367432"
"984000","245","245","245","0.7399999896685282","0.7099999785423279","0.7599999904632568"
"988000","246","246","246","0.746666669845581","0.7300000190734863","0.7599999904632568"
"992000","247","247","247","0.7299999992052714","0.699999988079071","0.7599999904632568"
"996000","248","248","248","0.753333330154419","0.7099999785423279","0.800000011920929"
"1000000","249","249","249","0.7433333198229471","0.699999988079071","0.7699999809265137"
