"Step","3p-4 - success_rate","3p-4 - success_rate__MIN","3p-4 - success_rate__MAX"
"13080000","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"13200000","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"13320000","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"13440000","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"13560000","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"13680000","0.949999988079071","0.949999988079071","0.949999988079071"
"13800000","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"13920000","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"14040000","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"14160000","0.9603960514068604","0.9603960514068604","0.9603960514068604"
