"Step","3p-3 - success_rate","3p-3 - success_rate__MIN","3p-3 - success_rate__MAX"
"120000","0.008928571827709675","0.008928571827709675","0.008928571827709675"
"240000","0","0","0"
"360000","0","0","0"
"480000","0","0","0"
"600000","0","0","0"
"720000","0","0","0"
"840000","0","0","0"
"960000","0","0","0"
"1080000","0","0","0"
"1200000","0","0","0"
"1320000","0","0","0"
"1440000","0","0","0"
"1560000","0","0","0"
"1680000","0","0","0"
"1800000","0","0","0"
"1920000","0","0","0"
"2040000","0","0","0"
"2160000","0","0","0"
"2280000","0.008928571827709675","0.008928571827709675","0.008928571827709675"
"2400000","0","0","0"
"2520000","0","0","0"
"2640000","0","0","0"
"2760000","0","0","0"
"2880000","0","0","0"
"3000000","0.01785714365541935","0.01785714365541935","0.01785714365541935"
"3120000","0.02678571455180645","0.02678571455180645","0.02678571455180645"
"3240000","0.008928571827709675","0.008928571827709675","0.008928571827709675"
"3360000","0.01785714365541935","0.01785714365541935","0.01785714365541935"
"3480000","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"3600000","0.01785714365541935","0.01785714365541935","0.01785714365541935"
"3720000","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"3840000","0.07000000029802322","0.07000000029802322","0.07000000029802322"
"3960000","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"4080000","0.049504950642585754","0.049504950642585754","0.049504950642585754"
"4200000","0.07999999821186066","0.07999999821186066","0.07999999821186066"
"4320000","0.12999999523162842","0.12999999523162842","0.12999999523162842"
"4440000","0.09000000357627869","0.09000000357627869","0.09000000357627869"
"4560000","0.18269230425357819","0.18269230425357819","0.18269230425357819"
"4680000","0.18269230425357819","0.18269230425357819","0.18269230425357819"
"4800000","0.12999999523162842","0.12999999523162842","0.12999999523162842"
"4920000","0.14000000059604645","0.14000000059604645","0.14000000059604645"
"5040000","0.3700000047683716","0.3700000047683716","0.3700000047683716"
"5160000","0.28999999165534973","0.28999999165534973","0.28999999165534973"
"5280000","0.41584157943725586","0.41584157943725586","0.41584157943725586"
"5400000","0.5099999904632568","0.5099999904632568","0.5099999904632568"
"5520000","0.4699999988079071","0.4699999988079071","0.4699999988079071"
"5640000","0.6200000047683716","0.6200000047683716","0.6200000047683716"
"5760000","0.6499999761581421","0.6499999761581421","0.6499999761581421"
"5880000","0.6200000047683716","0.6200000047683716","0.6200000047683716"
"6000000","0.6899999976158142","0.6899999976158142","0.6899999976158142"
"6120000","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"6240000","0.8600000143051147","0.8600000143051147","0.8600000143051147"
"6360000","0.8100000023841858","0.8100000023841858","0.8100000023841858"
"6480000","0.75","0.75","0.75"
"6600000","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"6720000","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"6840000","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"6960000","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"7080000","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"7200000","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"7320000","0.800000011920929","0.800000011920929","0.800000011920929"
"7440000","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"7560000","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"7680000","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"7800000","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"7920000","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"8040000","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"8160000","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"8280000","0.8811880946159363","0.8811880946159363","0.8811880946159363"
"8400000","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"8520000","0.9108911156654358","0.9108911156654358","0.9108911156654358"
"8640000","0.8999999761581421","0.8999999761581421","0.8999999761581421"
"8760000","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"8880000","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"9000000","0.9108911156654358","0.9108911156654358","0.9108911156654358"
"9120000","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"9240000","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"9360000","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"9480000","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"9600000","0.9504950642585754","0.9504950642585754","0.9504950642585754"
"9720000","0.9300000071525574","0.9300000071525574","0.9300000071525574"
