,Step,Value,3p-collision-2 - success_rate__MIN,3p-collision-2 - success_rate__MAX
0,120000,0.0,0.0,0.0
1,240000,0.0,0.0,0.0
2,360000,0.0099999997764825,0.0099999997764825,0.0099999997764825
3,480000,0.0099999997764825,0.0099999997764825,0.0099999997764825
4,600000,0.0,0.0,0.0
5,720000,0.0,0.0,0.0
6,840000,0.0,0.0,0.0
7,960000,0.0,0.0,0.0
8,1080000,0.0099999997764825,0.0099999997764825,0.0099999997764825
9,1200000,0.0,0.0,0.0
10,1320000,0.0,0.0,0.0
11,1440000,0.0,0.0,0.0
12,1560000,0.0,0.0,0.0
13,1680000,0.0099999997764825,0.0099999997764825,0.0099999997764825
14,1800000,0.0,0.0,0.0
15,1920000,0.0,0.0,0.0
16,2040000,0.0099999997764825,0.0099999997764825,0.0099999997764825
17,2160000,0.0,0.0,0.0
18,2280000,0.0,0.0,0.0
19,2400000,0.0,0.0,0.0
20,2520000,0.0099999997764825,0.0099999997764825,0.0099999997764825
21,2640000,0.0099999997764825,0.0099999997764825,0.0099999997764825
22,2760000,0.0099999997764825,0.0099999997764825,0.0099999997764825
23,2880000,0.0199999995529651,0.0199999995529651,0.0199999995529651
24,3000000,0.0199999995529651,0.0199999995529651,0.0199999995529651
25,3120000,0.0199999995529651,0.0199999995529651,0.0199999995529651
26,3240000,0.0299999993294477,0.0299999993294477,0.0299999993294477
27,3360000,0.0299999993294477,0.0299999993294477,0.0299999993294477
28,3480000,0.0700000002980232,0.0700000002980232,0.0700000002980232
29,3600000,0.0599999986588954,0.0599999986588954,0.0599999986588954
30,3720000,0.1000000014901161,0.1000000014901161,0.1000000014901161
31,3840000,0.1000000014901161,0.1000000014901161,0.1000000014901161
32,3960000,0.1000000014901161,0.1000000014901161,0.1000000014901161
33,4080000,0.0799999982118606,0.0799999982118606,0.0799999982118606
34,4200000,0.0700000002980232,0.0700000002980232,0.0700000002980232
35,4320000,0.0799999982118606,0.0799999982118606,0.0799999982118606
36,4440000,0.1700000017881393,0.1700000017881393,0.1700000017881393
37,4560000,0.1899999976158142,0.1899999976158142,0.1899999976158142
38,4680000,0.2899999916553497,0.2899999916553497,0.2899999916553497
39,4800000,0.3400000035762787,0.3400000035762787,0.3400000035762787
40,4920000,0.2899999916553497,0.2899999916553497,0.2899999916553497
41,5040000,0.4300000071525574,0.4300000071525574,0.4300000071525574
42,5160000,0.3899999856948852,0.3899999856948852,0.3899999856948852
43,5280000,0.4199999868869781,0.4199999868869781,0.4199999868869781
44,5400000,0.4000000059604645,0.4000000059604645,0.4000000059604645
45,5520000,0.6299999952316284,0.6299999952316284,0.6299999952316284
46,5640000,0.4799999892711639,0.4799999892711639,0.4799999892711639
47,5760000,0.5099999904632568,0.5099999904632568,0.5099999904632568
48,5880000,0.5299999713897705,0.5299999713897705,0.5299999713897705
49,6000000,0.5400000214576721,0.5400000214576721,0.5400000214576721
50,6120000,0.6399999856948853,0.6399999856948853,0.6399999856948853
51,6240000,0.5699999928474426,0.5699999928474426,0.5699999928474426
52,6360000,0.550000011920929,0.550000011920929,0.550000011920929
53,6480000,0.7300000190734863,0.7300000190734863,0.7300000190734863
54,6600000,0.7099999785423279,0.7099999785423279,0.7099999785423279
55,6720000,0.6399999856948853,0.6399999856948853,0.6399999856948853
56,6840000,0.6899999976158142,0.6899999976158142,0.6899999976158142
57,6960000,0.6700000166893005,0.6700000166893005,0.6700000166893005
58,7080000,0.7099999785423279,0.7099999785423279,0.7099999785423279
59,7200000,0.7099999785423279,0.7099999785423279,0.7099999785423279
60,7320000,0.7200000286102295,0.7200000286102295,0.7200000286102295
61,7440000,0.800000011920929,0.800000011920929,0.800000011920929
62,7560000,0.7799999713897705,0.7799999713897705,0.7799999713897705
63,7680000,0.75,0.75,0.75
64,7800000,0.7699999809265137,0.7699999809265137,0.7699999809265137
65,7920000,0.7799999713897705,0.7799999713897705,0.7799999713897705
66,8040000,0.8399999737739563,0.8399999737739563,0.8399999737739563
67,8160000,0.8799999952316284,0.8799999952316284,0.8799999952316284
68,8280000,0.8199999928474426,0.8199999928474426,0.8199999928474426
69,8400000,0.7799999713897705,0.7799999713897705,0.7799999713897705
70,8520000,0.8399999737739563,0.8399999737739563,0.8399999737739563
71,8640000,0.7799999713897705,0.7799999713897705,0.7799999713897705
