Wall time,Step,Value
1730097328.0947716,549728,0.800000011920929
1730097330.1001194,549952,0.8100000023841858
1730097336.3041031,550640,0.8399999737739563
1730097344.101331,551320,0.8600000143051147
1730097350.8445022,552008,0.8700000047683716
1730097360.6277273,553128,0.8799999952316284
1730097363.1270447,553296,0.8600000143051147
1730097369.5321286,554000,0.8600000143051147
1730097374.3664858,554480,0.8600000143051147
1730097376.344078,554680,0.8600000143051147
1730097387.5299685,555856,0.8600000143051147
1730097394.1784248,556536,0.8799999952316284
1730097396.1640282,556704,0.8799999952316284
1730097406.6078546,557872,0.8799999952316284
1730097408.8259945,558064,0.8799999952316284
1730097418.8733604,559232,0.8700000047683716
1730097427.37291,560016,0.8600000143051147
1730097431.9132972,560576,0.8600000143051147
1730097433.7526762,560696,0.8600000143051147
1730097438.6684248,561248,0.8500000238418579
1730097447.8011992,562000,0.8500000238418579
1730097460.1466193,563376,0.8199999928474426
1730097466.4755292,564040,0.8399999737739563
1730097472.0297642,564584,0.8399999737739563
1730097473.9210625,564728,0.8399999737739563
1730097484.998017,565928,0.8500000238418579
1730097487.3911424,566096,0.8500000238418579
1730097494.8121367,566784,0.8100000023841858
1730097509.4361742,568168,0.8100000023841858
1730097513.6795588,568648,0.8199999928474426
1730097515.5405605,568840,0.8199999928474426
1730097526.3201659,570040,0.8199999928474426
1730097539.0369456,571360,0.8700000047683716
1730097541.1615405,571552,0.8600000143051147
1730097547.9033453,572176,0.8700000047683716
1730097552.4377022,572696,0.8600000143051147
1730097554.6262188,572840,0.8399999737739563
1730097559.3014443,573368,0.8399999737739563
1730097565.9442415,574040,0.8399999737739563
1730097575.1787994,574880,0.8399999737739563
1730097580.3700378,575392,0.8500000238418579
1730097582.18821,575560,0.8399999737739563
1730097586.3427913,576072,0.8399999737739563
1730097598.5584118,577368,0.8700000047683716
1730097601.0158353,577608,0.8600000143051147
1730097619.8526142,579408,0.8600000143051147
1730097626.6764963,580096,0.8600000143051147
1730097629.7175202,580384,0.8500000238418579
1730097633.3482318,580792,0.8500000238418579
1730097648.3774471,582152,0.8600000143051147
1730097658.1241422,583120,0.8999999761581421
1730097664.8066938,583792,0.9100000262260437
1730097674.7470853,584888,0.9100000262260437
1730097677.0269086,585096,0.9100000262260437
1730097681.2975843,585568,0.9100000262260437
1730097683.762303,585832,0.9100000262260437
1730097687.9371378,586264,0.9100000262260437
1730097694.5508213,586944,0.9200000166893005
1730097701.3611596,587632,0.9200000166893005
1730097709.6370914,588552,0.9300000071525574
1730097714.9711108,588968,0.9399999976158142
1730097721.284352,589648,0.9399999976158142
1730097726.3261864,589936,0.9300000071525574
1730097729.9246428,590320,0.949999988079071
1730097739.2623503,591264,0.949999988079071
1730097745.4912689,591920,0.949999988079071
1730097748.9319732,592288,0.9300000071525574
1730097751.31595,592560,0.9300000071525574
1730097754.5819793,592936,0.9300000071525574
1730097778.3978372,595304,0.9100000262260437
1730097781.7288618,595608,0.9100000262260437
1730097790.211518,596568,0.8899999856948853
1730097808.800728,598320,0.8700000047683716
1730097822.2811759,599696,0.8299999833106995
1730097827.4128783,600288,0.8299999833106995
1730097839.6352408,601624,0.8399999737739563
1730097843.4081342,602064,0.8500000238418579
1730097850.585626,602752,0.8700000047683716
1730097864.1750789,604136,0.8799999952316284
1730097866.4480655,604320,0.8799999952316284
1730097870.799977,604824,0.8999999761581421
1730097877.6416574,605496,0.9100000262260437
1730097879.8399653,605664,0.9300000071525574
1730097883.9615455,606176,0.9200000166893005
1730097896.732856,607472,0.9399999976158142
1730097909.4379818,608848,0.9399999976158142
1730097914.9140549,609504,0.9300000071525574
1730097917.9879184,609808,0.9300000071525574
1730097924.7849445,610480,0.9200000166893005
1730097937.8087552,611808,0.8899999856948853
1730097947.0455928,612488,0.8899999856948853
1730097950.16206,612848,0.8799999952316284
1730097959.6342478,613792,0.8600000143051147
1730097970.7086682,614872,0.8500000238418579
1730097985.1751552,616240,0.8399999737739563
1730097992.1286519,616920,0.8399999737739563
1730098004.9334545,618288,0.8600000143051147
1730098019.0392144,619624,0.8700000047683716
1730098021.3606136,619848,0.8799999952316284
1730098025.2498176,620264,0.8899999856948853
1730098038.511129,621640,0.8999999761581421
1730098041.2075038,621840,0.8999999761581421
1730098051.0831656,623000,0.8999999761581421
1730098053.4965355,623192,0.9100000262260437
1730098058.0194814,623688,0.8999999761581421
1730098065.961393,624376,0.8899999856948853
1730098068.0042346,624544,0.8799999952316284
1730098078.3908994,625760,0.8799999952316284
1730098080.332273,625904,0.8799999952316284
1730098086.543046,626544,0.8799999952316284
1730098093.7472982,627232,0.8899999856948853
1730098098.7241602,627808,0.8899999856948853
1730098100.4085748,627912,0.8899999856948853
1730098124.3183494,630512,0.9200000166893005
1730098131.1882524,631232,0.9300000071525574
1730098132.2038112,631280,0.9300000071525574
1730098153.5226872,633344,0.9300000071525574
1730098158.9617314,633896,0.9300000071525574
1730098160.5231605,634000,0.9200000166893005
1730098165.493904,634576,0.9300000071525574
1730098168.2074873,634672,0.9300000071525574
1730098174.7680542,635352,0.9200000166893005
1730098186.4443824,636584,0.9300000071525574
1730098207.1574712,638696,0.8799999952316284
1730098211.7961488,639232,0.8600000143051147
1730098213.3390727,639376,0.8600000143051147
1730098231.8878412,641200,0.8899999856948853
1730098247.1304288,642568,0.8999999761581421
1730098255.9157267,643504,0.9100000262260437
1730098259.6758893,643944,0.9100000262260437
1730098268.5086675,644848,0.8799999952316284
1730098272.7881677,645304,0.8899999856948853
1730098275.6966915,645512,0.8899999856948853
1730098280.0313861,645976,0.8899999856948853
1730098282.0972657,646184,0.8899999856948853
1730098293.2463574,647320,0.8799999952316284
1730098296.1307626,647536,0.8999999761581421
1730098302.8698323,647992,0.8999999761581421
1730098305.00216,648176,0.8999999761581421
1730098317.132737,649576,0.8899999856948853
1730098321.9274867,650048,0.8899999856948853
1730098323.6717105,650248,0.8899999856948853
1730098333.3965075,651424,0.8899999856948853
1730098339.359631,652120,0.8700000047683716
1730098345.3891225,652808,0.8799999952316284
1730098351.0538568,653424,0.9100000262260437
1730098353.023287,653632,0.9100000262260437
1730098356.7278814,654096,0.9200000166893005
1730098362.9474802,654744,0.9300000071525574
1730098365.3107154,655008,0.9300000071525574
1730098382.4478688,656768,0.9100000262260437
1730098391.0380025,657728,0.9200000166893005
1730098396.9567316,658384,0.8999999761581421
1730098406.0576465,659344,0.9100000262260437
1730098416.0725503,660408,0.9200000166893005
1730098418.9457808,660728,0.9200000166893005
1730098424.3429968,661368,0.9100000262260437
1730098430.0695775,662040,0.8899999856948853
1730098448.0493894,664032,0.9200000166893005
1730098451.444199,664464,0.9200000166893005
1730098457.5009372,665144,0.9100000262260437
1730098462.8184018,665816,0.8999999761581421
1730098476.6109502,667416,0.8999999761581421
1730098488.9069872,668840,0.8999999761581421
1730098491.5773628,669184,0.8999999761581421
1730098494.7039611,669504,0.8999999761581421
1730098497.305843,669832,0.8999999761581421
1730098532.7083716,673920,0.8899999856948853
1730098538.623249,674592,0.8899999856948853
1730098545.1117494,675272,0.8899999856948853
1730098550.8618622,675928,0.8799999952316284
1730098553.6745794,676264,0.8799999952316284
1730098562.4824152,677304,0.8899999856948853
1730098566.7767096,677648,0.8799999952316284
1730098569.6125832,677960,0.8899999856948853
1730098572.7148433,678344,0.8899999856948853
1730098575.2062216,678632,0.8899999856948853
1730098578.8234868,679016,0.9100000262260437
1730098581.5282352,679328,0.9100000262260437
1730098587.431654,680016,0.9100000262260437
1730098591.0358562,680368,0.9100000262260437
1730098594.0979247,680696,0.9200000166893005
1730098599.846376,681320,0.9100000262260437
1730098615.2912931,683064,0.9300000071525574
1730098623.7498071,683976,0.9100000262260437
1730098629.8214288,684648,0.9200000166893005
1730098633.8112082,685064,0.9200000166893005
1730098638.922915,685648,0.9100000262260437
1730098648.2491431,686672,0.8899999856948853
1730098657.200925,687696,0.8700000047683716
1730098662.639886,688368,0.8700000047683716
1730098671.5049262,689368,0.8600000143051147
1730098675.1089706,689696,0.8600000143051147
1730098681.2706993,690376,0.8600000143051147
1730098684.7004385,690736,0.8600000143051147
1730098694.4859855,691712,0.8600000143051147
1730098700.5687582,692368,0.8600000143051147
1730098703.4671829,692696,0.8600000143051147
1730098729.73168,695376,0.8600000143051147
1730098732.8728344,695680,0.8700000047683716
1730098739.2289011,696352,0.8799999952316284
1730098757.0479982,698088,0.9100000262260437
1730098775.175901,699776,0.8799999952316284
1730098778.6101737,700120,0.8899999856948853
1730098782.2269104,700472,0.8899999856948853
1730098789.5814452,701160,0.8899999856948853
1730098793.0392873,701480,0.8799999952316284
1730098800.9289434,702152,0.8999999761581421
1730098807.5455403,702832,0.8999999761581421
1730098818.106826,703840,0.8899999856948853
1730098821.238926,704192,0.8899999856948853
1730098834.8105118,705560,0.8899999856948853
1730098853.905237,707192,0.9200000166893005
1730098862.466736,707880,0.9200000166893005
1730098883.1352088,709896,0.9300000071525574
1730098886.903281,710240,0.9300000071525574
1730098890.4795983,710592,0.9200000166893005
1730098893.3426135,710896,0.9100000262260437
1730098897.6171248,711264,0.8999999761581421
1730098911.6916022,712272,0.9300000071525574
1730098920.186815,712944,0.9200000166893005
1730098930.8748398,713976,0.8999999761581421
1730098933.7616315,714280,0.8799999952316284
1730098944.631549,715344,0.8700000047683716
1730098951.8407698,716048,0.8700000047683716
1730098958.9971735,716728,0.8700000047683716
1730098963.0266871,716960,0.8600000143051147
1730098967.492561,717408,0.8600000143051147
1730098982.4217823,718736,0.8199999928474426
1730098996.2486782,720088,0.8299999833106995
1730098998.6302474,720352,0.8299999833106995
1730099003.0717707,720760,0.8299999833106995
1730099017.2652192,722128,0.8399999737739563
1730099020.530305,722384,0.8399999737739563
1730099027.0742846,723024,0.8600000143051147
1730099031.5259166,723512,0.8500000238418579
1730099038.5068238,724192,0.8500000238418579
1730099040.6709108,724400,0.8500000238418579
1730099044.4819758,724856,0.8500000238418579
1730099051.9383025,725536,0.8500000238418579
1730099053.9875822,725768,0.8399999737739563
1730099057.5758152,726192,0.8399999737739563
1730099060.3843906,726440,0.8799999952316284
1730099070.8490264,727528,0.8899999856948853
1730099078.4772458,728216,0.8899999856948853
1730099080.583446,728448,0.8899999856948853
1730099100.2221332,730496,0.8899999856948853
1730099103.9594767,730936,0.8899999856948853
1730099106.2730205,731168,0.8899999856948853
1730099120.9984715,732520,0.9100000262260437
1730099128.139751,733184,0.9200000166893005
1730099134.5642931,733832,0.9100000262260437
1730099147.2315478,735176,0.9100000262260437
1730099172.5564475,737704,0.9200000166893005
1730099182.4919057,738568,0.9300000071525574
1730099189.9873931,739248,0.9399999976158142
1730099196.8123443,739928,0.9399999976158142
1730099201.4668283,740416,0.9399999976158142
1730099209.3887625,741128,0.9399999976158142
1730099216.0653212,741792,0.9399999976158142
1730099223.535903,742496,0.9700000286102295
1730099225.896744,742680,0.9800000190734863
1730099230.466451,743176,0.9700000286102295
1730099241.458475,744016,0.9599999785423279
1730099246.1331613,744536,0.9599999785423279
1730099255.6745777,745408,0.9700000286102295
1730099260.3521733,745896,0.9700000286102295
1730099270.1190088,746808,0.9800000190734863
1730099282.510095,747848,0.9599999785423279
1730099296.9268336,749192,0.949999988079071
1730099318.5217009,751168,0.9200000166893005
1730099321.5210621,751512,0.9300000071525574
1730099334.9324863,752504,0.9399999976158142
1730099337.861681,752824,0.9399999976158142
1730099344.8305097,753512,0.9399999976158142
1730099351.8965373,754192,0.9399999976158142
1730099355.425971,754536,0.9399999976158142
1730099362.5712962,755200,0.9399999976158142
1730099366.3104568,755456,0.949999988079071
1730099373.7279768,756128,0.9399999976158142
1730099377.21276,756520,0.9399999976158142
1730099380.3434114,756824,0.9300000071525574
1730099384.2047935,757200,0.9300000071525574
1730099390.2518983,757880,0.9300000071525574
1730099398.2703183,758584,0.9200000166893005
1730099401.3342702,758824,0.9200000166893005
1730099413.8536162,760112,0.9300000071525574
1730099418.0731752,760592,0.9300000071525574
1730099424.6948419,761280,0.9300000071525574
1730099435.316246,762192,0.9200000166893005
1730099442.670665,762848,0.9100000262260437
1730099454.655539,763984,0.8899999856948853
1730099477.098263,766040,0.8999999761581421
1730099499.916523,768072,0.9300000071525574
1730099513.7364154,769360,0.9300000071525574
1730099524.092727,770232,0.9399999976158142
1730099542.8473237,772064,0.9399999976158142
1730099549.8972485,772736,0.949999988079071
1730099561.143985,773664,0.9700000286102295
1730099581.3181503,775672,0.949999988079071
1730099585.3049402,776120,0.949999988079071
1730099594.0988624,776808,0.949999988079071
1730099602.6012177,777712,0.9399999976158142
1730099607.628393,778192,0.9399999976158142
1730099614.8283005,778872,0.9399999976158142
1730099616.6539805,779048,0.9300000071525574
1730099621.4539158,779464,0.9200000166893005
1730099653.2511244,782440,0.8799999952316284
1730099657.0468416,782840,0.8899999856948853
1730099660.7393236,783128,0.8999999761581421
1730099664.291593,783520,0.8799999952316284
1730099672.0616279,784208,0.8600000143051147
1730099678.3800995,784888,0.8600000143051147
1730099688.6560068,785688,0.8600000143051147
1730099693.3394837,786208,0.8799999952316284
1730099706.8182085,787536,0.8899999856948853
1730099714.1218734,788208,0.9200000166893005
1730099717.1626256,788440,0.9200000166893005
1730099720.391288,788864,0.9200000166893005
1730099722.902911,789128,0.9200000166893005
1730099748.6512809,791896,0.9399999976158142
1730099780.6925263,794960,0.9100000262260437
1730099787.7883203,795648,0.9200000166893005
1730099793.0212429,795912,0.9100000262260437
1730099798.9176493,796584,0.8999999761581421
1730099817.8878837,798280,0.8999999761581421
1730099827.8776205,799336,0.8999999761581421
1730099831.0648196,799664,0.9100000262260437
1730099834.376947,799992,0.8999999761581421
